,Moran_BIGC670101.lag3,formula_H,formula_C,ABHPRK__59,Moran_BHAR880101.lag1,NMBroto_BHAR880101.lag1,Z5__73,ABHPRK__60,CTDD_polarizability.2.residue50,Z5__4,Z5__65,Z5__5,ABHPRK__57,DDE_HS,ABHPRK__76,ABHPRK__77,Z5__56,ABHPRK__78,NMBroto_CHAM810101.lag2,Ez__26,Ez__25,Ez__24,Ez__23,Ez__22,Ez__21,DDE_VN,Z5__1,Boman_Index,Moran_CHOC760101.lag3,Ez__29,Ez__30,Flexibility,Ez__27,MSW__19,MSW__20,GTPC_uncharger.aromatic.postivecharger,APAAC_Pc1.L,Polarity,Z3__1,Z3__4,Z3__5,CTDC_solventaccess.G1,CTDC_polarity.G3,CTDC_polarity.G1,DDE_KG,CTDC_hydrophobicity_ENGD860101.G1,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_PONP930101.G3,CTDC_hydrophobicity_PRAM900101.G3,Geary_CHOC760101.lag3,Geary_BIGC670101.lag3,DDE_QN,Moran_CHAM820101.lag3,Calculate_mw,Ez__19,Ez__17,CTDD_hydrophobicity_ENGD860101.1.residue50,Cougar__12,Cougar__26,Ez__10,Ez__11,Cougar__27,Ez__9,Ez__15,Cougar__28,Cougar__24,Ez__12,Z5__31,Ez__8,Ez__7,Cougar__23,Cougar__15,Ez__14,Cougar__14,Ez__6,Ez__2,Cougar__8,Cougar__21,Cougar__22,Cougar__1,CTDD_charge.1.residue25,Geary_CHAM820101.lag3,DDE_KP,DDE_IQ,Z3__21,DDE_PP,DDE_II,Geary_BHAR880101.lag1,DDE_CC,CTDD_hydrophobicity_FASG890101.1.residue50,y,MotifBitVec_FKK,MotifBitVec_LKL,MotifBitVec_KKLL,MotifBitVec_KWK,MotifBitVec_VLK,MotifBitVec_CYCR,MotifBitVec_CRR,MotifBitVec_RFC,MotifBitVec_RRR,MotifBitVec_LKKL,MotifBitVec_ALW,MotifBitVec_GCS,MotifBitVec_AAAK,MotifBitVec_KLLS,MotifBitVec_LGKL,MotifBitVec_LLKKV,MotifBitVec_AKAAL,MotifBitVec_KVLKA,MotifBitVec_HIF,MotifBitVec_KKG,MotifBitVec_QN
peptide_nv_34,-0.704854374,-0.072365356,-0.181041167,0.87246226,-0.313686722,-0.181680492,0.07559863,0.121931144,0.632835407,1.169374165,-0.489381323,0.237041473,-0.066761514,-0.134350627,0.935249988,0.729401243,0.367841349,-0.465917152,0.459383997,0.954656466,0.284167521,0.916812345,0.311833014,0.06939597,0.391419919,-0.143602109,0.265168692,0.003195085,-0.598138604,1.551364527,0.637851385,1.234061864,0.656274589,0.571814498,-0.095328022,-0.377022694,-0.786503571,1.810272321,0.988622578,1.390377104,0.331449997,-0.649150536,1.168249807,-0.152155457,-0.372467181,0.766078061,1.266895325,-0.152155457,-0.043167258,0.808089734,1.044700679,-0.055414013,-0.556337459,-0.267892041,0.118213912,-0.113346072,-0.662170056,0.336505632,-0.106510889,0.581394498,-0.268657408,0.181549064,0.02471794,1.074867037,0.088998309,-0.000203992,0.35850529,0.700218674,-0.039536965,0.337769391,0.457391976,0.55098406,-0.597916413,0.715351965,0.401861791,0.399378681,0.335986019,-0.355022104,0.067208113,0.023044564,-0.778222559,0.567392569,-0.201843066,-0.108558963,0.008436322,-0.051088937,2.94925714,0.03282813,-0.085410323,-0.856762172,0,3.188521078,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_35,-0.420888597,0.020379192,0.184155854,0.329318616,0.261111358,0.204072457,-0.042472209,-0.386339748,0.271084983,0.652154957,0.954981169,-0.722924797,-0.678365277,-0.134350627,0.468358633,-0.372964266,0.148790039,0.037008522,0.571426825,-0.869496203,-0.716835344,-0.057320007,-0.833302699,-0.834560601,-0.539245133,-0.143602109,0.25352378,-0.06111109,0.289500317,-0.614409959,-1.12645464,-0.208545806,-1.550963668,0.288014033,0.054213372,-0.377022694,-0.274618084,0.431160305,0.90056428,0.793628706,-0.806611283,-0.649150536,1.168249807,-0.152155457,-0.372467181,1.234233815,0.754956196,-0.152155457,-0.043167258,-0.161199955,0.606214506,-0.055414013,-0.374116284,-0.092890615,0.893901796,0.38118068,-0.662170056,-1.085498142,-0.437007356,0.890615854,-0.389420264,-0.593115847,0.638723491,1.13299521,-0.566332395,-0.114382851,1.47526738,0.404255234,1.081012879,1.600275858,-0.0656854,-0.703353376,-0.305393605,-1.312616221,0.523786973,-0.7329847,-0.081241634,-0.662633023,-0.584770263,-0.950486471,-1.063780808,0.242675784,-0.201843066,-0.108558963,-0.131906995,-0.051088937,-0.304052663,-0.264304928,-0.085410323,-0.856762172,0,3.188521078,-0.273617087,-0.228814381,3.094987459,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_36,0.190220556,-0.582460367,-0.676665696,0.77370887,1.814064284,1.054505007,0.659635764,0.579374948,0.012691823,0.719500981,-0.944992324,0.043518426,0.968260239,-0.092188616,0.134864807,-0.796951,0.160025713,-0.340185734,0.756235833,0.515083175,0.897839408,0.629450484,1.114899752,1.08366991,0.652777121,6.824843855,0.396614638,-0.697661721,0.383247192,0.419645898,0.591069544,-1.197627054,0.583561424,1.071873908,1.114290057,-0.377022694,0.527471573,0.372556451,0.544167427,0.672216218,0.092267344,0.177966532,0.234615684,0.552397446,-0.362592821,-0.136793752,-0.561458707,0.552397446,0.672083775,-0.212546839,0.285590606,-0.029892896,0.14088754,-0.716686386,0.667680132,0.925261596,0.86592047,-1.274451198,0.104704965,-1.66934013,-0.893244935,-0.060034783,-1.363278682,-1.657382597,0.093229998,0.951066107,-0.762209608,1.249432116,-1.124680969,-0.846459931,0.541515709,-1.895140441,-1.576260098,-1.506839297,-0.794852508,0.000983149,0.147822121,0.525885535,1.088394922,-1.534208117,2.464903262,-0.008975408,-0.18434979,-0.084335412,1.052066327,0.027543593,-0.291637317,-2.019468889,-0.059385993,2.201708338,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_37,-2.087592413,-1.370789021,-1.354888735,1.74149209,0.158249688,-0.229750218,-0.338280469,0.248998868,0.451960195,2.188105054,-0.638759734,-1.14725464,0.107982418,0.01040291,0.70180431,1.044362816,-0.118263142,0.288471359,0.394959371,-0.205278574,-0.026722827,1.525559117,0.228190069,-0.477401379,0.736451108,-0.070671399,1.546163734,0.61903444,0.887722509,0.417909327,-0.047731759,1.24426213,-0.716349171,-0.475495531,-0.902166541,-0.377022694,-0.327570848,1.717119946,1.682095589,2.04127737,-0.735420821,-0.407908058,1.410303098,0.552397446,-0.338565845,1.000155938,0.37100185,0.552397446,0.672083775,-0.925544113,2.636568928,0.032206856,-1.367070526,-1.34957152,2.25313743,0.94143641,-0.507891685,-0.006346374,-0.089313826,0.662550973,-0.104309876,0.280655155,1.477717254,0.828618213,0.229329957,-1.934538273,1.650518999,-0.123031863,3.47210139,1.312396401,-2.260874773,-0.588965523,0.117306183,0.726130018,-0.045208454,0.417961851,0.756845275,-0.968176307,-0.76526019,-0.377034146,-0.1357165,1.324444476,-0.141783938,-0.025392988,-0.789245155,0.218877713,-0.261427438,-0.682815223,0.003938209,-0.35355228,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_38,-0.184230614,0.901452393,0.940635398,-0.756968672,-0.171654285,-0.275714515,-0.699673299,-0.913435488,0.352770563,-0.998846975,-0.213202062,-1.184306892,0.014785654,-0.292248971,-0.450363067,0.288455039,-1.60923094,-0.188440918,-0.690016626,0.202758228,0.574182892,0.413185418,0.709733713,0.65761085,0.28762748,-0.223155526,-0.980489743,-0.420205582,-0.306320805,0.469576324,0.251474519,-0.49629568,0.398672958,-0.726718328,-0.588464802,0.529580713,-0.316369194,-1.467186854,-1.01293496,-0.845089117,-1.09483809,0.253563253,-1.111736032,0.681186687,-0.409447036,-0.668592801,1.002668678,0.681186687,0.541338962,0.485857337,0.201369564,-0.150991576,-0.410117706,1.178269723,0.409786647,0.530903095,-1.100121559,0.207414197,-0.121317087,0.869879703,0.834093046,-0.205250831,0.461725536,0.985520855,-0.322686496,0.083816853,-0.005976974,-0.215392368,0.19401533,0.095457632,0.015312689,0.380281908,0.626945919,0.344632836,0.60020272,0.495604579,0.671466082,0.74418753,0.213689954,0.379398351,-0.722953221,0.579227461,-0.267356055,-0.199277091,0.22335223,-0.345570772,-0.350548607,0.218935554,-0.182872434,-1.482454236,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_39,0.520362069,0.777792997,0.758036887,-1.018482278,0.317306263,0.508306459,-0.491469415,-0.386339748,0.246968288,-0.783826303,-0.567803252,-0.210899376,0.059777196,-0.282408739,-1.150198067,-0.867128115,-0.385369987,-0.968842826,-0.988462522,-0.260832182,-0.136653518,-0.310560665,-0.253796465,0.035481987,-0.044398125,-0.218197754,-0.683753144,-0.986258174,0.881354013,-0.514311025,-0.300494775,-1.418675413,0.029529355,-0.870035254,-0.83810585,-0.377022694,2.497901541,0.272903699,-0.847951457,-0.747030322,-0.32949198,1.505948936,-0.509986345,-0.246095844,3.917189908,-0.85686189,-1.224541769,-0.246095844,-0.138534063,-0.502312749,-0.331056672,-0.145035178,0.364648182,0.846513681,-0.14282074,0.017739522,-0.566174625,-1.089601782,0.923500188,-0.502292771,-0.339843298,1.004825827,-0.24294146,-0.160673162,0.931261652,0.93417635,-0.952225485,0.376356202,-0.843189115,-0.803417523,0.888778839,-1.15935785,0.025651907,-1.024956105,-0.729719877,0.103792577,0.470821072,1.16494817,0.967117534,-1.431604531,0.430640692,-0.059415206,-0.263273282,-0.193623533,0.917174249,-0.32721865,-0.347650977,-0.091491895,-0.176798591,-0.405398148,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_40,-1.549373373,-1.216214776,-1.276632231,-1.300112316,2.33879215,2.808763925,-1.691234444,-1.402881532,1.290563452,0.117860662,-0.619026647,-0.867734167,-1.28996904,-0.044807788,1.062583994,2.052239853,-0.29117279,2.383995002,0.038835822,-1.427675651,-1.623491243,-1.592109869,-1.77781611,-1.69760702,-1.794240898,-0.098488028,-0.534799493,2.401960057,-1.35364064,-1.020213112,-0.981012111,-0.198380053,-0.941276474,0.02234301,-0.483062832,-0.377022694,-1.265577978,-0.686004871,-1.167347529,-0.142628025,-0.893659743,-0.780737342,1.036220739,-1.262360033,-0.351496212,0.638399218,-0.222382141,-1.262360033,-1.170229492,0.72933369,0.683537259,-0.001212772,-1.429632114,-1.015659449,-2.288958181,-2.395495501,-1.223182312,1.860868284,0.522940206,1.950351548,2.149425365,0.534872698,1.815017527,2.105993237,0.628017194,-3.612496447,1.436046895,-2.633375512,1.201251712,1.159983434,-2.918466346,3.565486643,1.767023591,3.450411939,1.353058447,1.42967541,-3.123088687,-1.794208192,-2.273948486,1.914013028,-0.46670447,0.729745623,-0.164691194,-0.057113467,-2.146691878,0.115909263,-0.277685199,-2.455645201,-0.03014037,-0.424251191,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,4.618802154,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_41,-0.309487795,-0.706119764,-0.389725179,0.38966791,0.674859397,0.612530439,-0.139192358,1.900879268,-2.622918413,-0.956081385,1.876278051,3.252491915,1.378847381,-0.061305713,0.70180431,0.929831335,0.655578858,-0.968842826,0.217998646,-0.314223216,1.073112076,0.666722716,0.548131491,0.85964302,0.78572095,-0.106800125,2.376772118,2.783608466,-0.27569161,0.17146166,0.241760361,3.367993363,0.282341409,1.036487246,1.711636524,-0.377022694,-1.265577978,1.064877708,2.265274607,-0.649711297,3.234242769,-0.407908058,1.410303098,0.552397446,-0.355360033,1.000155938,2.546743148,0.552397446,0.672083775,0.213040752,0.189106378,-0.011199143,-0.294856331,-0.489599852,1.020812939,1.254679327,0.949181813,-1.376419794,-2.25523394,-0.940666932,0.765324774,-1.667336646,0.19564396,-0.044497678,-1.655742781,-0.975025444,-0.190433476,-2.41701276,1.134116539,-0.106337513,-0.368233071,-0.668738926,0.213116786,-1.424294489,-1.006443605,0.800741118,1.499168129,-1.967670752,-1.276834968,0.754106852,-0.1357165,0.227907778,-0.171536284,-0.066592103,-2.903853607,0.085140485,-0.282543303,-0.732213917,-0.040323647,0.94259441,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_42,0.151542253,-1.293501899,-1.511401744,-1.300112316,-2.957479098,-1.33519395,0.884378437,1.900879268,-0.316759457,-3.612442493,0.007230682,2.274625182,-1.28996904,0.01040291,0.70180431,-1.475329775,-0.727258062,2.80309973,2.958819906,0.077941232,0.755282183,-1.174396776,0.997291943,-1.11034307,0.39730636,-0.070671399,0.884628405,-0.40373207,-3.037554288,-1.716138006,0.628977124,-0.488601976,-1.762378291,-0.142725284,0.610046336,-0.377022694,0.916027098,-0.908302208,0.834517828,-3.981982369,2.25762631,-0.407908058,1.410303098,0.552397446,-0.338565845,1.000155938,-1.804739449,0.552397446,0.672083775,2.707082891,-0.873434677,0.032206856,-1.967400651,-1.459665141,0.363049491,0.381212294,0.366352413,-0.718090875,0.390389186,0.158713259,-0.651196991,0.017505068,1.158907858,-1.000793921,0.372323217,0.733678179,2.408831319,0.473466612,-0.15697167,1.468040572,-1.448253129,0.445463721,2.319052467,-0.689151298,0.256586474,-3.333607786,-1.327014715,-0.734702795,0.623249232,-0.778868054,-0.1357165,1.579786583,-0.141783938,-0.025392988,-0.258237019,0.218877713,-0.261427438,2.356648715,0.003938209,0.424135734,0,-0.313625024,3.654742516,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_43,-0.657572044,-1.2316722,-1.485316243,0.220689887,0.86068247,0.76354942,-0.949473895,1.900879268,-1.085479109,-1.418035901,1.993327365,3.321236165,1.505933877,0.01040291,0.70180431,1.044362816,0.245813654,-0.968842826,0.580552326,1.102371429,1.420229408,0.730193877,0.470309966,1.062186083,1.135226708,-0.070671399,2.482734953,2.237005979,-0.598777433,1.216260034,1.654087091,2.508402476,1.504300824,0.320178578,0.749983156,-0.377022694,0.978419939,1.573836742,1.030751706,-1.092258398,2.403313501,-0.407908058,1.410303098,0.552397446,-0.338565845,1.000155938,-1.804739449,0.552397446,0.672083775,0.333381368,0.310068053,0.032206856,-0.620109879,-1.33247081,-0.240661597,-0.051690112,0.366352413,-0.111555712,-1.698465481,-0.308344398,0.83671097,-1.146540931,0.095858461,0.011246224,-1.107332297,-0.803680896,-0.098219748,-2.467851968,0.29626469,-0.126115925,-0.22417576,0.318573734,0.384838964,-0.299436283,-0.187940117,1.160990465,-0.679138062,-1.909025124,-1.228387313,1.178662092,0.471094778,0.344451448,-0.141783938,-0.025392988,-2.704124049,0.218877713,-0.261427438,-1.054380983,0.003938209,0.424135734,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_44,1.141504758,3.142778959,2.897048011,-0.938016553,0.996658517,0.956227409,-0.377874881,-1.080563406,0.246968288,0.265551135,-0.242176321,-0.312761092,-0.845166304,-0.41581458,0.966376079,1.130261428,-1.130839944,1.136427438,-0.200428959,-0.628255636,-0.976232021,-0.76870197,-0.713825242,-0.660268114,-0.75413516,-0.285411191,-0.940390976,1.041242599,0.796809631,-0.461976754,-0.767540059,-1.617130878,-0.292891084,-0.980690359,-0.665140436,-0.377022694,0.073983837,-1.379486888,-1.17567084,0.198698232,-0.408538576,-0.863588294,0.587321908,-0.600981751,-0.43838615,0.734867677,-0.06414641,-0.600981751,-0.859083252,-0.65491878,-0.998473187,-0.225787165,1.05406133,3.281180452,-0.608364362,-0.725301472,0.910326519,1.736536564,0.687157144,0.947396424,1.625631011,0.6123747,0.845971017,1.133498076,0.536989766,-0.802804425,0.693700967,-1.315500363,0.952801265,1.152060422,-1.055238162,1.160034313,0.744796857,1.345612305,1.570371079,1.600820229,-1.319999042,-0.950608516,-1.199165846,1.319094231,0.160946791,-0.867118791,-0.318624182,-0.27026986,-1.165468113,-0.576021745,1.574884953,-0.840455736,8.993426289,1.184541792,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,5.700877125,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_45,0.436908191,1.427004829,1.566687434,-0.80953096,0.244563542,0.01919688,-1.148993889,-1.402881532,0.451960195,-0.74372583,-0.005480625,-0.696867028,-0.993433882,-0.320824215,0.001467277,-0.673609405,-0.158647407,0.445635632,-0.000901066,-0.488612862,-0.168213587,-0.163929876,-0.040402707,-0.310461954,-0.22638791,-0.2375525,-0.814535156,0.037005548,0.496301774,-0.485657324,-0.754200435,-0.550536136,-0.553974679,-0.447296582,-0.316426506,-0.377022694,-0.284093111,-0.927818635,-0.723351401,-0.743744173,-0.712284129,-0.649150536,-0.28406994,-0.621857393,1.610754918,0.063844428,0.243017067,-0.621857393,-0.52000128,-0.458135107,-0.403412761,-0.168288478,0.667395679,1.653106623,0.421449483,0.446547058,-0.045056574,0.485049446,0.042917431,1.036132572,0.714260294,-0.166722174,0.674955055,1.144697548,-0.272851262,0.00591223,0.927029414,-0.223337737,0.375984945,0.712086215,-0.115353074,0.465071161,1.069404772,-0.032835577,0.818396245,-0.322464269,-0.256382431,0.005405262,-0.218391161,0.701296607,-0.921001683,-0.585934145,-0.279212098,-0.21569457,0.046271104,7.671524057,-0.35896309,-0.116799654,-0.200510387,0.424135734,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_46,-0.875280818,-1.138927653,-1.146204723,-0.213825028,-1.016272014,-0.297188131,-0.79921923,-1.402881532,0.451960195,0.533692728,-1.244796147,0.121550788,-1.28996904,-0.027462181,3.082950225,3.424072486,0.731934164,2.80309973,0.059018065,-1.541894252,-1.131172447,-1.182177659,-1.080762886,-1.570477436,-1.888597935,-0.089748846,-0.10571272,2.599341442,-1.112079161,-1.131752842,-1.235830624,1.966003162,-0.954788824,0.064042572,-0.034668195,-0.377022694,-1.265577978,0.393929885,-0.781936234,0.29900444,-0.381610856,-2.868581335,1.410303098,-1.044589135,-0.347433865,1.796020721,-0.93444293,-1.044589135,-1.759769738,0.474475194,-0.076847591,0.00928671,-1.203390989,-1.025860868,-2.182864616,-2.171114808,-0.333042866,1.548188801,0.049399923,1.388491342,1.615412836,0.270491029,1.848540164,1.546265883,0.270273884,-2.609436055,1.348286758,-1.755830546,1.001486156,1.626492448,-2.221969282,1.396960659,1.978185216,1.744690009,1.417070686,0.756413923,-1.554845882,-2.342220836,-2.892405841,1.85420727,-0.863890034,0.468831747,-0.157494396,-0.047147809,-1.954244038,0.148258976,-0.27257748,1.170047971,-0.019433865,-0.820165089,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_47,-0.360730039,-0.628832641,-0.702751197,-0.130264467,0.216348766,-0.018235982,0.608314979,0.248998868,0.067600369,-0.009284274,0.014619377,-0.041892036,0.014785654,-0.120774014,-0.29033982,-0.299473232,0.755684897,-0.968842826,-0.163052671,0.609282084,-0.094460195,0.235909773,0.359246684,0.469473679,0.540651156,-0.136761848,-0.039866167,-0.683020583,-0.2908469,0.333471698,0.384060417,0.823009814,0.611683563,0.127838233,-0.767883734,-0.377022694,0.203189632,0.359042484,-0.089931042,0.020560389,-0.001645501,0.617372475,-0.647149877,0.05333914,-0.369287533,-0.98950602,-0.7168688,0.05333914,0.165447626,0.258803354,0.264585147,-0.047195944,-0.37554671,-0.658859433,-0.073426788,0.020990202,-0.507891685,-0.116482313,0.189749439,-0.307933155,-0.436533581,0.459488356,-0.390672445,0.01118115,0.417081654,0.430717845,-0.533434175,1.038062846,-0.736103053,-0.71402111,0.563664488,-0.485885946,-0.412399494,-0.312604934,-0.974651687,-0.292368487,0.924691381,0.883089508,0.755031887,-0.797132191,0.471094778,0.14630784,-0.196210046,-0.100758724,1.169689307,-0.025768432,-0.30005479,-0.350631476,-0.077030214,-0.35355228,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_48,0.005188814,0.870537544,1.018891902,-0.793178248,0.870974484,0.67664277,1.017824637,-0.491499243,2.408701128,-0.390217764,-0.159746823,-0.205055668,-0.372563396,5.5476951,-1.102094109,-0.648555643,0.884351478,-0.725491694,0.79864543,-0.709637551,-0.543850219,-0.678780481,-0.570629163,-0.498025927,-0.660222069,-0.232829117,-1.482270938,-0.724995505,0.170752994,-0.438359553,-0.645843688,-1.302222309,-0.452503541,-1.348595697,-1.093891196,-0.377022694,-0.789195582,-0.347252856,-1.196134326,-0.282286491,-0.148478175,1.207685508,-0.958885176,-1.504327697,-0.413943737,-1.290969953,-0.486108359,-1.504327697,-1.415871261,0.190187391,0.306073782,-0.162613681,0.089441344,1.030422909,-0.526271835,-0.545065604,1.108135285,-0.555001401,0.520247406,-0.703004449,-0.468963641,0.597808723,-0.961120472,-0.610677749,0.560781019,0.723620457,-0.860753162,0.078802452,-0.756441274,-0.753958869,1.074866223,-0.498429759,-1.013085764,-0.451245894,-0.834569166,-0.071102979,0.599750622,0.995829122,1.222761718,-0.669329566,0.710141645,0.230867774,-0.275322348,-0.210308296,0.468502931,-0.381379373,-0.356202452,-0.750069933,-0.194723698,1.083992231,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_49,0.557446345,-1.046183105,-0.911435209,-0.455222203,0.660156457,0.449716145,-0.483186578,0.248998868,0.964439963,-1.508314622,-1.075785127,0.059928083,-0.400363567,-0.061305713,-0.621054531,-0.673609405,-1.310096901,0.539934196,0.183275939,-0.44887134,0.140742423,0.124348304,0.441466442,0.19001034,0.237154647,-0.106800125,-0.320075535,-0.062575105,1.196750334,-0.124578463,-0.278464056,-0.220164221,-0.020350548,1.806272338,1.182515146,2.252127187,-0.772562065,-1.237223511,-0.602767086,-1.217537331,0.262011664,0.275612297,-1.332967535,1.883219598,-0.355360033,-0.326285367,1.096248949,1.883219598,1.34759864,-1.100131915,-0.512072485,-0.011199143,1.328184082,-0.868992776,0.759721869,0.407558076,0.366352413,-1.94132662,-1.561726001,-0.101340698,0.440618863,-1.649741022,0.665721947,0.460193372,-1.328050084,0.03015061,-0.256034174,-0.398857987,-0.788394848,0.372403758,-0.487872576,-0.329301537,0.455795283,-1.197730021,-0.448913395,-0.475269015,-0.392427063,0.579579582,0.856483077,-0.830184156,1.077906056,-1.010629461,-0.171536284,-0.066592103,-0.019650243,0.085140485,-0.282543303,-0.458349219,-0.040323647,0.424135734,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
peptide_nv_50,0.240748844,0.25224056,0.340668863,-1.300112316,-0.398502047,-0.443510015,-0.18983042,-1.402881532,-0.502312476,-0.453365175,-0.23571064,-0.824574794,-1.28996904,-0.272397334,-0.256127954,-0.215483479,-1.419647889,0.148769783,1.243198354,-0.821454132,-0.058780372,-0.008286105,0.06986667,-0.081083721,-0.386842111,-0.213153739,-1.910306516,-0.015081768,0.271513182,-0.347277468,-0.476392931,-0.450519267,-0.303362614,-0.783255971,-0.752796943,-0.377022694,-0.793587504,-0.698174525,-1.955146346,-0.448990192,-0.779821679,-0.266490053,-1.285669766,-0.686643867,-0.404797774,-0.783678921,0.295976288,-0.686643867,-0.58577149,-0.219991861,-0.200926858,-0.138975167,0.145310997,0.76682006,0.366589547,0.402037226,0.969279378,0.822354038,0.153283178,0.446029037,1.57954175,-0.406267923,0.487293532,0.621639544,-0.287225756,0.428985244,0.455404729,-0.36704127,0.317676414,0.451522747,0.532489362,0.617745799,0.477381663,0.757370357,1.254411726,0.259639318,0.114772696,0.406014965,0.156452676,0.774916809,2.835566309,-0.051387506,-0.259119489,-0.187871631,0.49361958,-0.308547289,-0.344702943,0.576634315,-0.170619091,2.033145418,0,-0.313625024,-0.273617087,-0.228814381,-0.323103086,-0.159719141,-0.1424941,-0.175411604,-0.123091491,-0.216506351,-0.203594639,-0.070710678,-0.175411604,-0.123091491,-0.100250941,-0.100250941,0,-0.070710678,-0.070710678,-0.100250941,-0.123091491,-0.070710678
