,CKSAAP_FA.gap3,CTriad_g2.g5.g3,CKSAAP_RF.gap3,DDE_RR,DPC_KG,CKSAAP_NR.gap2,CKSAAP_EL.gap2,GTPC_uncharger.alphaticr.postivecharger,GTPC_uncharger.postivecharger.uncharger,CTDC_solventaccess.G1,CKSAAP_RC.gap1,formula_H,CKSAAP_VD.gap1,CKSAAP_FA.gap1,formula_C,DDE_CR,CKSAAP_TP.gap3,CKSAAP_PF.gap1,CKSAAP_GK.gap3,DDE_LD,DPC_KV,CTDT_hydrophobicity_FASG890101.Tr1331,CTDD_hydrophobicity_ZIMJ680101.2.residue0,CKSAAGP_alphaticr.negativecharger.gap2,CKSAAP_KK.gap1,CTDD_polarity.2.residue25,DDE_HS,ABHPRK__24,CTDD_hydrophobicity_FASG890101.3.residue50,Calculate_mw,CKSAAGP_aromatic.postivecharger.gap0,Cougar__5,CTDC_polarizability.G1,Moran_BIGC670101.lag3,CKSAAP_FK.gap3,CTDD_hydrophobicity_PRAM900101.2.residue75,CKSAAP_TY.gap2,CKSAAGP_uncharger.aromatic.gap2,CTDD_hydrophobicity_ARGP820101.1.residue100,CTDC_hydrophobicity_ZIMJ680101.G2,Z5__17,QSO3_SC_R,CTDC_hydrophobicity_ARGP820101.G2,CKSAAGP_alphaticr.postivecharger.gap2,DDE_VK,CTDD_hydrophobicity_PONP930101.3.residue25,Ez__3,CTDD_polarity.3.residue100,CTDD_hydrophobicity_ZIMJ680101.2.residue50,DDR_L,DDE_SA,CKSAAGP_aromatic.alphaticr.gap4,CTDT_hydrophobicity_PONP930101.Tr1221,Z5__1,Ez__12,CTDD_charge.1.residue75,QSO3_SC_L,Geary_CIDH920105.lag2,CTDD_hydrophobicity_PRAM900101.2.residue0,DDE_KV,CKSAAGP_postivecharger.alphaticr.gap3,Ez__5,GTPC_alphaticr.alphaticr.postivecharger,Ez__2,NMBroto_CIDH920105.lag3,NMBroto_CHAM820102.lag1,CTDC_hydrophobicity_PONP930101.G3,Moran_CHAM810101.lag1,Geary_CHAM820102.lag2,CKSAAGP_aromatic.alphaticr.gap2,APAAC_Pc1.T,CKSAAP_WL.gap3,CTDD_charge.1.residue50,CKSAAGP_negativecharger.postivecharger.gap5,Moran_CIDH920105.lag2,CTDD_hydrophobicity_PONP930101.2.residue75,DDE_LS,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_PRAM900101.G3,NMBroto_DAYM780201.lag1,CTDD_hydrophobicity_ENGD860101.2.residue75,DDE_RL,Z3__8,QSO3_SC2,Geary_BIGC670101.lag3,Moran_CHAM820101.lag3,CTDD_secondarystruct.1.residue25,NMBroto_CIDH920105.lag1,Z5__22,CTDT_hydrophobicity_PRAM900101.Tr1221,CKSAAGP_postivecharger.uncharger.gap5,CTDD_solventaccess.1.residue25,CKSAAP_KG.gap3,Z5__5,Z5__24,DDE_RA,Boman_Index,Moran_CHAM810101.lag3,Cougar__2,CKSAAP_SL.gap2,CTDD_hydrophobicity_FASG890101.2.residue25,Geary_BIGC670101.lag1,CKSAAGP_postivecharger.uncharger.gap0,DDE_RG,CKSAAGP_aromatic.postivecharger.gap5,NMBroto_CHAM810101.lag2,CTDD_hydrophobicity_ZIMJ680101.2.residue25,CTDD_normwaalsvolume.1.residue100,CTriad_g1.g2.g5,Ez__11,APAAC_Pc1.F,CTDD_hydrophobicity_ARGP820101.2.residue50,Geary_CHAM820101.lag3,CKSAAGP_alphaticr.alphaticr.gap3,Ez__6,CTDC_hydrophobicity_ENGD860101.G1,Geary_CHOC760101.lag3,Z5__11,Moran_CHOC760101.lag1,CTDC_hydrophobicity_PONP930101.G1,CKSAAGP_postivecharger.uncharger.gap1,ABHPRK__27,CTDD_polarizability.1.residue75,Flexibility,CTDD_hydrophobicity_PONP930101.1.residue50,DDE_LH,MSW__7,CKSAAGP_alphaticr.postivecharger.gap5,NMBroto_CHAM820102.lag2,CKSAAGP_aromatic.uncharger.gap1,MotifBitVec_FKK,MotifBitVec_LKL,MotifBitVec_KKLL,MotifBitVec_KWK,MotifBitVec_VLK,MotifBitVec_CYCR,MotifBitVec_CRR,MotifBitVec_RFC,MotifBitVec_RRR,MotifBitVec_LKKL,MotifBitVec_ALW,MotifBitVec_GCS,MotifBitVec_AAAK,MotifBitVec_KLLS,MotifBitVec_LGKL,MotifBitVec_LLKKV,MotifBitVec_AKAAL,MotifBitVec_KVLKA,MotifBitVec_HIF,MotifBitVec_KKG,MotifBitVec_QN,y
HMP3_testN_79,-0.318132111,-0.339120271,-0.134568258,1.144477167,3.023777807,9.363843669,-0.078688948,2.098272089,-0.345967301,-0.859182804,-0.265346408,-0.105465145,-0.159138614,-0.253577246,-0.253221531,-0.22765949,-0.219191088,-0.182054975,-0.479580235,-0.175175742,-0.353682069,-0.308903121,-0.831031395,-0.449079534,-0.389168486,1.756314061,-0.156866769,-0.132562339,1.86943159,-0.235046391,-0.638468006,1.725782663,-0.829110601,-0.314015559,-0.273227377,1.710032564,-0.076446281,-0.49361724,0.76901541,-0.143290804,0.487744413,0.725905607,0.00229777,0.500770845,-0.286754414,-0.151406637,0.844213373,-0.145301689,0.339833243,0.818302006,-0.259707361,-0.684124374,-0.04718288,0.488449916,1.085954224,-0.479263092,-0.867718758,0.08543354,2.18256373,-0.344121161,0.009815208,0.356716642,1.930051796,0.687276592,-0.117992066,-0.462713986,-0.370095406,0.365335436,-1.098898469,-0.901854357,-0.604650886,-0.272110131,-0.71277909,-0.192786975,-0.014099738,0.166316659,-0.310000309,0.711707358,-0.714297879,-0.611850231,0.111224863,-0.309674693,-0.883670333,1.587493842,-0.04996303,0.269765224,-0.455973798,0.263441995,-1.200529048,-0.232564007,-0.582099954,1.670323757,-0.371676086,-0.262180928,-0.017910747,-0.206442351,1.001362414,-0.750586936,2.193440944,-0.26183899,-0.473819144,-0.116781576,0.448281022,-0.293906645,-0.61574881,0.758174162,-1.096672809,0.658082417,-0.476859714,1.491418337,-0.978954007,-0.080468994,-0.461171123,0.738571246,1.066442692,1.380306759,-0.470196921,0.187923042,-0.284272788,-0.407414824,-0.743564556,-1.094224695,0.214311234,-1.046189246,-1.775273834,-0.237788712,-0.821513036,1.040865064,0.046863753,-0.567609105,-0.301005028,-0.1958026,-0.219970673,-0.242140294,-0.219970673,-0.168763185,-0.178174161,-0.158860294,-0.234935747,-0.168763185,-0.148366366,-0.178174161,-0.111629114,-0.096523418,-0.078688948,-0.111629114,-0.055555556,-0.096523418,-0.125,-0.096523418,-0.137145096,0
HMP3_testN_80,3.432341007,-0.339120271,-0.134568258,-0.388087086,-0.314946777,-0.150994609,-0.078688948,-0.449218959,-0.345967301,-0.385419536,-0.265346408,-0.039696986,-0.159138614,-0.253577246,0.047003567,-0.22765949,-0.219191088,5.091469322,-0.479580235,-0.175175742,-0.353682069,0.819287615,-0.831031395,-0.449079534,0.666458865,1.467667604,-0.156866769,-0.132562339,1.86943159,-0.162162908,1.394620514,-1.388212626,-1.224374885,-0.168971551,-0.273227377,0.801360948,-0.076446281,-0.49361724,-2.148181294,1.214481097,-0.496352281,-0.755932906,0.407534908,0.500770845,-0.286754414,0.391446129,0.236042837,0.254987354,-0.291483492,-0.510115299,-0.259707361,-0.684124374,-0.682024837,0.64118189,-1.3453554,-0.224805038,0.059999475,0.137870516,1.876124802,-0.344121161,0.009815208,-0.657039976,0.055345001,-0.833484942,1.116244962,-0.067638669,0.152710053,-1.465400053,-0.147217584,1.556641653,-0.604650886,-0.272110131,-0.44318761,-0.192786975,-0.26059356,0.839524647,-0.310000309,0.711707358,0.319451929,0.602035539,-1.776422359,-0.309674693,-0.052045574,0.90473844,0.391273911,0.304647473,0.233864211,-0.596507805,-0.851547899,-0.232564007,0.687916592,0.342547158,-0.371676086,-0.778211749,0.27359778,-0.206442351,-0.259554192,-1.657291121,-1.035594904,-0.26183899,1.26619806,-0.136393218,-0.808361891,-0.293906645,0.509123518,0.645207665,-0.426136691,0.10773892,-0.476859714,-0.592468132,1.586988277,-0.506744601,-0.479288117,-0.572224485,1.334403104,0.956007804,-0.218801814,-1.107463888,0.771440418,0.755501335,0.650209677,1.330199983,1.245915898,-0.665358203,-0.14127396,4.344468591,-0.033353958,-0.421567492,0.169430713,-0.567609105,3.322203642,-0.1958026,-0.219970673,4.129837231,-0.219970673,-0.168763185,-0.178174161,-0.158860294,-0.234935747,-0.168763185,-0.148366366,-0.178174161,-0.111629114,-0.096523418,-0.078688948,-0.111629114,-0.055555556,-0.096523418,-0.125,-0.096523418,-0.137145096,0
HMP3_testN_81,-0.318132111,-0.339120271,-0.134568258,2.677041419,-0.314946777,-0.150994609,-0.078688948,2.098272089,-0.345967301,-0.859182804,-0.265346408,-0.039696986,-0.159138614,-0.253577246,-0.217900931,-0.22765949,-0.219191088,-0.182054975,-0.479580235,-0.175175742,-0.353682069,0.443224036,2.421526852,-0.449079534,-0.389168486,2.622253432,-0.156866769,1.012499038,-2.36807627,-0.146756706,0.378076254,0.806614075,-0.433846317,-0.375359322,-0.273227377,1.255696756,-0.076446281,-0.49361724,0.606948926,-1.501062705,-0.874080825,2.630997409,0.812772046,3.147885911,-0.286754414,-1.237112168,0.672217402,0.655276397,0.971149979,0.502327279,-0.259707361,-0.684124374,0.587659077,0.901229932,0.893207538,0.793027177,0.089432526,-1.792247738,3.101880513,-0.344121161,0.009815208,0.875131293,0.055345001,1.087798591,-0.483317985,1.095332275,-0.892900865,4.219648637,-0.678265001,-0.901854357,-0.604650886,-0.272110131,0.63517831,-0.192786975,1.839416391,1.06392731,-0.310000309,-0.327157391,-0.714297879,-0.421723112,1.291004377,-0.309674693,0.46273283,-1.072407411,0.612383763,-0.537604226,0.923702219,2.458189554,-0.700575068,2.127490886,1.957933137,-0.985229441,-0.371676086,-1.485369974,-0.804758694,3.561064573,2.114795257,1.733080683,1.297482497,-0.26183899,-0.970966917,0.392831238,1.704923936,-0.293906645,-0.61574881,1.596746611,2.25600778,0.474634585,-0.476859714,0.293720652,-0.978954007,1.198357826,0.871544157,-1.009156395,-0.205986861,0.956007804,0.95064462,-0.04274805,-0.163288612,-0.795053544,0.650209677,-0.488118526,1.245915898,0.499626622,1.492725914,-0.237788712,-0.473930839,1.772081342,1.30264527,-0.567609105,-0.301005028,-0.1958026,-0.219970673,-0.242140294,-0.219970673,-0.168763185,-0.178174161,-0.158860294,4.256482945,-0.168763185,-0.148366366,-0.178174161,-0.111629114,-0.096523418,-0.078688948,-0.111629114,-0.055555556,-0.096523418,-0.125,-0.096523418,-0.137145096,0
HMP3_testN_82,-0.318132111,-0.339120271,-0.134568258,2.677041419,-0.314946777,-0.150994609,-0.078688948,-0.449218959,-0.345967301,0.562107,-0.265346408,-0.434305937,-0.159138614,-0.253577246,-0.48280543,-0.22765949,-0.219191088,-0.182054975,-0.479580235,-0.175175742,-0.353682069,-1.061030278,3.397294326,-0.449079534,-0.389168486,-0.552857594,-0.156866769,-1.277623716,0.053356793,-0.369972529,-0.638468006,0.95307275,1.147210819,-0.146360447,-0.273227377,0.801360948,-0.076446281,-0.49361724,0.606948926,-1.501062705,-0.63491893,2.499917257,1.623246321,1.383142533,-0.286754414,0.934298894,-0.191766818,0.655276397,1.918125082,0.414648429,-0.259707361,0.570726607,-1.316866795,-0.551572499,-0.501413345,-0.224805038,-0.828907528,-1.574217517,-0.268947691,-0.344121161,3.744367814,0.989234516,0.992698398,0.479206702,-1.294169421,0.504401479,-1.415706324,0.629167909,-0.500325426,0.327393648,-0.604650886,-0.272110131,0.36558683,-0.192786975,1.653765321,0.390719322,-0.310000309,-1.36602214,-1.748047687,-0.723651723,0.819092572,1.777254847,0.25984778,-0.199405061,-0.114639846,0.284394818,0.233864211,0.109259019,-0.20837133,0.947463439,-0.582099954,-0.321341141,-0.371676086,-1.717280797,0.083005778,-0.206442351,1.579470938,-0.903363465,1.664206078,-0.26183899,-0.473819144,0.774809356,-0.808361891,3.186920624,0.509123518,-0.164554654,3.261811956,0.474634585,-0.476859714,-1.155514261,-0.161178612,0.772082219,-0.441276447,-0.572224485,0.019968219,0.107409895,-0.847379232,2.075958344,-0.305294013,-2.345608423,-0.743564556,-0.488118526,0.833274033,0.093376936,-2.428873784,-0.237788712,-1.870838468,0.309648786,1.248469687,-0.567609105,-0.301005028,-0.1958026,-0.219970673,-0.242140294,-0.219970673,-0.168763185,-0.178174161,-0.158860294,4.256482945,-0.168763185,-0.148366366,-0.178174161,-0.111629114,-0.096523418,-0.078688948,-0.111629114,-0.055555556,-0.096523418,-0.125,-0.096523418,-0.137145096,0
HMP3_testN_83,-0.318132111,-0.339120271,-0.134568258,-0.388087086,-0.314946777,-0.150994609,-0.078688948,-0.449218959,-0.345967301,-0.385419536,-0.265346408,-0.423344578,-0.159138614,-0.253577246,-0.129599432,-0.22765949,-0.219191088,-0.182054975,-0.479580235,-0.175175742,-0.353682069,2.323541929,2.421526852,2.859924713,-0.389168486,-0.841504051,-0.156866769,0.43996835,-0.552001473,-0.141541347,0.378076254,1.0314212,0.356682251,0.175933906,-0.273227377,-1.924653901,-0.076446281,-0.49361724,0.444882443,-1.048472072,-0.790273342,-0.246980317,-1.61865078,-1.263972533,-0.286754414,-0.151406637,0.336607232,0.655276397,0.971149979,-0.118041948,-0.259707361,0.570726607,-0.682024837,1.749830783,2.212647551,-1.75155336,-0.449740574,-0.111917049,-0.575386619,-0.344121161,-0.923822943,0.875852038,-0.882008397,-0.711848643,-0.245908531,0.293994225,0.675515512,-0.434011068,-0.429614238,-0.901854357,-0.604650886,-0.272110131,-0.98237057,4.00650704,0.150282497,-1.180099319,2.170279814,1.231139732,0.836326833,-2.20609788,-0.596642845,-0.309674693,-0.644290974,-0.819930153,-0.217656957,-0.027274565,-0.455973798,-2.58938661,0.088721252,-0.82257773,-0.582099954,-0.321341141,-0.371676086,0.994824462,-0.581442477,-0.206442351,0.65352335,1.085524607,-0.767974268,-0.26183899,-0.970966917,0.867063363,-0.808361891,-0.293906645,-0.61574881,0.414149373,2.25600778,0.291186752,-0.476859714,1.608212907,-0.077792072,1.198357826,0.023840728,-1.446088306,0.013543826,0.107409895,-0.173264276,-0.016103199,-1.08865719,0.755501335,-0.743564556,1.330199983,-0.198330632,1.293070303,0.839125965,-0.237788712,2.50923174,-1.15278377,0.45287962,1.11931632,-0.301005028,-0.1958026,-0.219970673,-0.242140294,-0.219970673,-0.168763185,-0.178174161,-0.158860294,-0.234935747,-0.168763185,-0.148366366,-0.178174161,-0.111629114,-0.096523418,-0.078688948,-0.111629114,-0.055555556,-0.096523418,-0.125,-0.096523418,-0.137145096,0
HMP3_testN_84,-0.318132111,-0.339120271,-0.134568258,-0.388087086,6.362502391,-0.150994609,-0.078688948,2.098272089,-0.345967301,1.509633536,-0.265346408,-0.434305937,-0.159138614,-0.253577246,-0.48280543,-0.22765949,-0.219191088,-0.182054975,-0.479580235,-0.175175742,-0.353682069,-1.437093856,1.120503553,-0.449079534,-0.389168486,0.02443532,-0.156866769,0.43996835,-1.157359739,-0.462835325,-0.638468006,-0.53299219,0.356682251,0.202018357,-0.273227377,0.801360948,-0.076446281,-0.49361724,0.282815959,-0.143290804,0.029252279,-0.755932906,0.00229777,0.500770845,-0.286754414,-0.694259402,-0.622204602,-0.945879774,0.024174876,-0.683818683,-0.259707361,0.570726607,1.222501035,-0.080637419,0.402609652,-0.733721146,1.29056072,0.114361326,0.343930164,-0.344121161,0.009815208,-0.450809621,0.055345001,0.213841212,-1.0536697,-0.565566567,0.152710053,-0.204871126,-0.207747473,0.327393648,-0.604650886,2.663234174,-0.17359613,-0.192786975,-0.205355091,0.839524647,-0.310000309,-0.846589766,0.319451929,-1.099133947,0.819092572,-0.309674693,-0.450522452,0.099300427,-0.133495373,-0.270067593,0.233864211,0.052690025,0.497948678,0.947463439,-0.582099954,0.342547158,-0.371676086,1.101697905,-0.269474993,-0.206442351,-0.968450204,0.265441807,-0.543198919,-0.26183899,-0.225245258,0.101580839,-0.808361891,-0.293906645,0.509123518,-0.788091932,0.914935544,0.658082417,-0.476859714,0.145987679,-0.978954007,1.624633432,-0.056319968,0.738571246,-0.945065346,-0.741188014,-0.320119173,0.435758366,-0.562055533,-0.407414824,-0.743564556,-0.488118526,0.833274033,-0.697599318,-0.14127396,-0.237788712,-1.279564968,-0.421567492,-0.036033641,1.11931632,-0.301005028,-0.1958026,-0.219970673,-0.242140294,-0.219970673,-0.168763185,-0.178174161,-0.158860294,-0.234935747,-0.168763185,-0.148366366,-0.178174161,-0.111629114,-0.096523418,-0.078688948,-0.111629114,-0.055555556,-0.096523418,-0.125,10.36018018,-0.137145096,0
HMP3_testN_85,-0.318132111,-0.339120271,-0.134568258,-0.395394796,-0.314946777,-0.150994609,-0.078688948,-0.449218959,-0.345967301,-1.956318794,-0.265346408,-0.127387864,-0.159138614,-0.253577246,-0.253221531,-0.233075034,-0.219191088,-0.182054975,-0.479580235,-0.186185466,1.586257654,1.007319404,-0.540013026,2.653111948,-0.389168486,-0.856695969,-0.167708111,-0.736900288,-0.201530898,-0.193292566,-0.638468006,1.640580639,-0.121795566,-0.509085041,-0.273227377,-1.075763312,-0.076446281,-0.49361724,0.615478741,0.595146545,0.33153693,-0.231069899,0.215580474,0.390474383,-0.289697369,0.277161336,1.811323341,0.655276397,-1.304912989,-0.210683752,-0.271434837,-0.684124374,-0.117720875,-0.089966653,-1.145291802,-0.35873033,-0.424203074,0.61051639,-0.591514983,1.467672268,-0.052427335,1.289564336,-0.882008397,1.173107398,0.229015006,-0.016762584,-1.553286708,-0.084999992,-0.46349813,0.250565648,-0.604650886,-0.272110131,-0.528321762,-0.192786975,-0.338007524,-1.865117974,-0.321827002,-0.901266858,-1.367192494,-0.406390473,-1.130648309,1.708505183,-0.800380978,1.014974989,0.394034657,-0.311312008,-0.564895588,-0.411535499,1.098811185,0.259114096,1.762545977,-1.68405923,-0.371676086,-0.177810458,-0.540129068,-0.218418727,1.315369552,0.616644951,1.405328854,3.28922828,3.032380937,0.227176477,-0.808361891,-0.304971707,-0.61574881,0.096848991,-0.796696124,0.484289734,-0.476859714,-0.760369956,-0.183033307,-1.875313654,0.333852966,-0.630482073,1.531166965,1.55895895,0.011537003,-1.568086075,-0.806506404,2.06123176,1.880010471,-0.52001885,0.692107079,-0.403742598,0.667125978,-0.245071888,-0.446522601,0.872122846,0.153650907,-0.567609105,-0.301005028,-0.1958026,-0.219970673,-0.242140294,-0.219970673,-0.168763185,-0.178174161,-0.158860294,-0.234935747,-0.168763185,-0.148366366,-0.178174161,-0.111629114,-0.096523418,-0.078688948,-0.111629114,-0.055555556,-0.096523418,-0.125,-0.096523418,7.291547618,0
HMP3_testN_86,-0.318132111,-0.339120271,-0.134568258,-0.395394796,-0.314946777,-0.150994609,-0.078688948,1.948419674,-0.345967301,0.736651362,-0.265346408,-0.247962821,-0.159138614,-0.253577246,-0.46514513,-0.233075034,-0.219191088,-0.182054975,1.691262466,-0.186185466,7.406076821,2.072832877,-0.848150123,-0.449079534,-0.389168486,1.330940335,-0.167708111,-1.277623716,-0.201530898,-0.361282843,-0.638468006,0.848176402,-0.496256467,-0.560095809,-0.273227377,0.000295181,-0.076446281,-0.49361724,-0.459277939,3.596537063,1.453408601,0.334834755,2.902942545,2.0449213,10.50676897,-0.751401799,0.88243189,-0.103166,-0.108733911,-1.285990412,-0.271434837,-0.684124374,-0.117720875,-1.460649626,-1.715482922,0.364466244,-1.261890797,-2.32994797,1.730969521,6.908985435,0.818968273,1.015061717,0.000206566,-2.401591281,-1.654125796,0.364634676,0.923160203,0.704477031,-1.732841017,-0.901854357,-0.604650886,-0.272110131,-0.272919307,-0.192786975,2.495065427,0.26080199,-0.321827002,-0.901266858,1.081162313,-0.826582928,-0.012962454,-0.319625776,-0.666472438,-2.501926533,0.973291902,-0.442948467,-0.564895588,-1.366439468,-0.003149406,-1.412591454,0.590223011,0.2027812,2.582433465,0.086451607,0.600235805,-0.218418727,-0.017915887,-1.331680927,0.704551571,-0.26183899,1.148452535,-1.598410222,-0.808361891,-0.304971707,-0.61574881,1.604545174,-0.479073753,0.658082417,-0.476859714,-2.137168207,-0.978954007,-0.25995346,0.997654731,0.592927276,0.397414564,-0.450878203,0.907556476,0.99549079,1.06848545,-0.509425013,0.568222958,-1.094224695,0.105721269,-1.477377678,-0.261673951,-0.245071888,-0.661806576,0.197153974,0.448556516,-0.567609105,-0.301005028,-0.1958026,-0.219970673,-0.242140294,-0.219970673,-0.168763185,-0.178174161,-0.158860294,-0.234935747,-0.168763185,-0.148366366,-0.178174161,-0.111629114,-0.096523418,-0.078688948,-0.111629114,-0.055555556,-0.096523418,-0.125,-0.096523418,-0.137145096,0
HMP3_testN_87,-0.318132111,-0.339120271,-0.134568258,-0.395394796,2.838293108,-0.150994609,-0.078688948,1.948419674,-0.345967301,0.736651362,-0.265346408,-0.280846901,-0.159138614,-0.253577246,-0.323862731,-0.233075034,-0.219191088,-0.182054975,-0.479580235,-0.186185466,-0.353682069,0.652148247,-0.231875928,2.653111948,-0.389168486,-0.856695969,-0.167708111,-0.19617686,0.94546371,-0.368324351,0.321601573,0.128308217,1.001587136,-0.664404443,-0.273227377,0.000295181,-0.076446281,1.438752302,0.308405404,0.595146545,-0.045896821,-0.755932906,0.599489342,0.390474383,5.108535801,-0.751401799,-0.364697548,0.276055198,0.788400398,-0.42905372,-0.271434837,-0.684124374,0.481852085,-0.44954686,-0.741456405,-0.117664805,0.011088669,0.265580371,-0.591514983,-0.346098788,-0.923822943,-0.23436107,1.76463649,-1.109673947,-0.159472434,0.235036353,-0.562707944,1.263453862,-1.661438637,0.250565648,0.287896547,-0.272110131,-0.272919307,-0.192786975,-0.407517185,-0.164382002,-0.321827002,-0.901266858,-0.387850571,-0.375655428,-0.012962454,-0.319625776,-0.635542814,0.526022553,0.546160664,-0.45047692,0.742165901,-0.604369124,0.804429221,0.816349279,-0.582099954,0.831728011,-0.371676086,0.189930956,0.133036231,-0.218418727,-0.536928384,-1.341021466,-0.751941848,-0.26183899,-0.735475866,-0.291026496,0.378467527,-0.304971707,-0.61574881,-0.115530409,-0.479073753,0.136704367,2.973516694,-0.578607792,0.76536119,0.951566685,0.120129083,1.408533509,0.655288339,-0.450878203,0.328097741,0.067704721,-0.143281261,0.22504835,-0.743564556,0.054186995,0.105721269,1.381080195,-0.261673951,-0.245071888,-0.368745097,1.547091718,0.598842395,-0.567609105,-0.301005028,-0.1958026,-0.219970673,-0.242140294,-0.219970673,-0.168763185,-0.178174161,-0.158860294,-0.234935747,-0.168763185,-0.148366366,-0.178174161,-0.111629114,-0.096523418,-0.078688948,-0.111629114,-0.055555556,-0.096523418,-0.125,-0.096523418,-0.137145096,0
HMP3_testN_88,-0.318132111,-0.339120271,-0.134568258,-0.395394796,2.838293108,-0.150994609,-0.078688948,-0.449218959,2.845999554,-0.161005357,-0.265346408,-0.390460498,-0.159138614,3.782964575,-0.306202431,-0.233075034,-0.219191088,-0.182054975,-0.479580235,-0.186185466,-0.353682069,0.296977089,-0.848150123,-0.449079534,-0.389168486,-0.583241431,-0.167708111,-0.19617686,2.092458319,-0.236609451,0.321601573,-0.808460719,0.252665334,-0.120636456,-0.273227377,0.000295181,-0.076446281,-0.49361724,-0.459277939,0.595146545,0.126590162,0.435359671,0.983398209,-0.436749075,-0.289697369,0.791442903,0.028432297,-1.620050794,-0.108733911,1.534621673,-0.271434837,-0.684124374,0.481852085,-0.876214633,-0.264748218,-0.599795854,-0.786489308,-1.223307162,-0.30120442,-0.346098788,0.818968273,0.416475178,-0.882008397,0.129745855,0.771716899,-0.697752466,0.42787082,1.552680924,0.372567196,0.250565648,-0.604650886,-0.272110131,-0.272919307,-0.192786975,1.185615176,0.26080199,-0.321827002,0.082920799,0.10182039,0.420134863,0.210574717,-0.319625776,-0.486584431,-1.015511127,0.079941571,-0.639026264,-1.218426333,0.249395127,1.835803205,0.816349279,-0.582099954,2.718568441,-0.371676086,-0.618203665,-0.181184801,3.442939879,-0.058448291,0.125592835,-0.699080772,-0.26183899,0.441979385,1.236180042,0.378467527,-0.304971707,0.422594877,0.18637761,-1.114318496,0.31049705,1.24832849,-0.755030537,-0.159804489,-0.25995346,0.505254406,-0.222678957,-0.193935742,-0.450878203,0.728530231,0.547265446,-1.148020243,-0.876661695,-0.743564556,0.054186995,0.105721269,-0.090056494,-1.190473879,-0.245071888,-0.098081981,-1.15278377,-1.212854234,-0.567609105,-0.301005028,-0.1958026,-0.219970673,-0.242140294,-0.219970673,-0.168763185,-0.178174161,-0.158860294,-0.234935747,-0.168763185,-0.148366366,-0.178174161,-0.111629114,-0.096523418,-0.078688948,-0.111629114,-0.055555556,-0.096523418,-0.125,-0.096523418,-0.137145096,0
HMP3_testN_89,-0.318132111,-0.339120271,-0.134568258,1.093989943,-0.314946777,-0.150994609,-0.078688948,-0.449218959,-0.345967301,-1.058662075,-0.265346408,-0.149310584,-0.159138614,3.782964575,0.029343268,-0.233075034,-0.219191088,-0.182054975,-0.479580235,-0.186185466,-0.353682069,1.717661719,0.692535363,-0.449079534,-0.389168486,-0.583241431,-0.167708111,-0.736900288,0.94546371,-0.005841416,1.281671152,0.163695727,-0.496256467,-1.084749138,-0.273227377,1.72198877,-0.076446281,3.371121843,0.615478741,-0.691163677,-1.223166038,0.720481601,0.215580474,-1.263972533,-0.289697369,0.277161336,0.948680306,-0.482387198,1.685534706,0.977116528,-0.271434837,0.481094394,-0.717293835,0.099802786,-1.216499293,0.364466244,-0.869161554,-1.266925486,-0.30120442,-0.346098788,0.818968273,0.650746401,-0.882008397,-0.688681634,-1.14493553,0.034315437,-1.057997326,-0.490871985,-0.387271042,0.250565648,-0.604650886,-0.272110131,0.237885602,3.683484423,1.449252949,0.685985983,-0.321827002,0.082920799,-0.877521533,-0.645561307,0.434111888,-0.319625776,1.527462678,-0.128284707,0.758094309,-0.80652967,1.395696645,-2.023190731,-1.840393463,0.816349279,-0.582099954,0.831728011,-0.371676086,-1.801199921,0.672079592,-0.218418727,1.261326346,0.251514198,-0.600509954,-0.26183899,-0.499984816,-1.272659065,-0.808361891,-0.304971707,0.422594877,-0.026166426,0.473793362,0.658082417,-0.476859714,-1.419232775,-0.159296768,0.143886588,0.702077995,-1.038285189,1.217349077,1.15699152,0.263858267,0.636114138,1.660641533,0.22504835,0.568222958,1.202598684,1.66941676,-0.681106813,-1.500073856,-0.245071888,0.880174637,-0.477814898,0.022130687,-0.567609105,-0.301005028,-0.1958026,-0.219970673,-0.242140294,-0.219970673,-0.168763185,-0.178174161,-0.158860294,-0.234935747,-0.168763185,-0.148366366,-0.178174161,-0.111629114,-0.096523418,-0.078688948,-0.111629114,-0.055555556,-0.096523418,-0.125,-0.096523418,-0.137145096,0
