,CKSAAP_FA.gap3,CTriad_g2.g5.g3,CKSAAP_RF.gap3,DDE_RR,DPC_KG,CKSAAP_NR.gap2,CKSAAP_EL.gap2,GTPC_uncharger.alphaticr.postivecharger,GTPC_uncharger.postivecharger.uncharger,CTDC_solventaccess.G1,CKSAAP_RC.gap1,formula_H,CKSAAP_VD.gap1,CKSAAP_FA.gap1,formula_C,DDE_CR,CKSAAP_TP.gap3,CKSAAP_PF.gap1,CKSAAP_GK.gap3,DDE_LD,DPC_KV,CTDT_hydrophobicity_FASG890101.Tr1331,CTDD_hydrophobicity_ZIMJ680101.2.residue0,CKSAAGP_alphaticr.negativecharger.gap2,CKSAAP_KK.gap1,CTDD_polarity.2.residue25,DDE_HS,ABHPRK__24,CTDD_hydrophobicity_FASG890101.3.residue50,Calculate_mw,CKSAAGP_aromatic.postivecharger.gap0,Cougar__5,CTDC_polarizability.G1,Moran_BIGC670101.lag3,CKSAAP_FK.gap3,CTDD_hydrophobicity_PRAM900101.2.residue75,CKSAAP_TY.gap2,CKSAAGP_uncharger.aromatic.gap2,CTDD_hydrophobicity_ARGP820101.1.residue100,CTDC_hydrophobicity_ZIMJ680101.G2,Z5__17,QSO3_SC_R,CTDC_hydrophobicity_ARGP820101.G2,CKSAAGP_alphaticr.postivecharger.gap2,DDE_VK,CTDD_hydrophobicity_PONP930101.3.residue25,Ez__3,CTDD_polarity.3.residue100,CTDD_hydrophobicity_ZIMJ680101.2.residue50,DDR_L,DDE_SA,CKSAAGP_aromatic.alphaticr.gap4,CTDT_hydrophobicity_PONP930101.Tr1221,Z5__1,Ez__12,CTDD_charge.1.residue75,QSO3_SC_L,Geary_CIDH920105.lag2,CTDD_hydrophobicity_PRAM900101.2.residue0,DDE_KV,CKSAAGP_postivecharger.alphaticr.gap3,Ez__5,GTPC_alphaticr.alphaticr.postivecharger,Ez__2,NMBroto_CIDH920105.lag3,NMBroto_CHAM820102.lag1,CTDC_hydrophobicity_PONP930101.G3,Moran_CHAM810101.lag1,Geary_CHAM820102.lag2,CKSAAGP_aromatic.alphaticr.gap2,APAAC_Pc1.T,CKSAAP_WL.gap3,CTDD_charge.1.residue50,CKSAAGP_negativecharger.postivecharger.gap5,Moran_CIDH920105.lag2,CTDD_hydrophobicity_PONP930101.2.residue75,DDE_LS,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_PRAM900101.G3,NMBroto_DAYM780201.lag1,CTDD_hydrophobicity_ENGD860101.2.residue75,DDE_RL,Z3__8,QSO3_SC2,Geary_BIGC670101.lag3,Moran_CHAM820101.lag3,CTDD_secondarystruct.1.residue25,NMBroto_CIDH920105.lag1,Z5__22,CTDT_hydrophobicity_PRAM900101.Tr1221,CKSAAGP_postivecharger.uncharger.gap5,CTDD_solventaccess.1.residue25,CKSAAP_KG.gap3,Z5__5,Z5__24,DDE_RA,Boman_Index,Moran_CHAM810101.lag3,Cougar__2,CKSAAP_SL.gap2,CTDD_hydrophobicity_FASG890101.2.residue25,Geary_BIGC670101.lag1,CKSAAGP_postivecharger.uncharger.gap0,DDE_RG,CKSAAGP_aromatic.postivecharger.gap5,NMBroto_CHAM810101.lag2,CTDD_hydrophobicity_ZIMJ680101.2.residue25,CTDD_normwaalsvolume.1.residue100,CTriad_g1.g2.g5,Ez__11,APAAC_Pc1.F,CTDD_hydrophobicity_ARGP820101.2.residue50,Geary_CHAM820101.lag3,CKSAAGP_alphaticr.alphaticr.gap3,Ez__6,CTDC_hydrophobicity_ENGD860101.G1,Geary_CHOC760101.lag3,Z5__11,Moran_CHOC760101.lag1,CTDC_hydrophobicity_PONP930101.G1,CKSAAGP_postivecharger.uncharger.gap1,ABHPRK__27,CTDD_polarizability.1.residue75,Flexibility,CTDD_hydrophobicity_PONP930101.1.residue50,DDE_LH,MSW__7,CKSAAGP_alphaticr.postivecharger.gap5,NMBroto_CHAM820102.lag2,CKSAAGP_aromatic.uncharger.gap1,MotifBitVec_FKK,MotifBitVec_LKL,MotifBitVec_KKLL,MotifBitVec_KWK,MotifBitVec_VLK,MotifBitVec_CYCR,MotifBitVec_CRR,MotifBitVec_RFC,MotifBitVec_RRR,MotifBitVec_LKKL,MotifBitVec_ALW,MotifBitVec_GCS,MotifBitVec_AAAK,MotifBitVec_KLLS,MotifBitVec_LGKL,MotifBitVec_LLKKV,MotifBitVec_AKAAL,MotifBitVec_KVLKA,MotifBitVec_HIF,MotifBitVec_KKG,MotifBitVec_QN,y
HMP3_trainN_229,-0.327688651,-0.328500044,-0.120528426,-0.344234539,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,-0.949993737,-0.255181109,-0.016405171,-0.158759792,-0.20585997,-0.003960679,-0.230622602,-0.193858307,-0.200820692,-0.418409507,-0.21605654,1.558079851,1.324232233,-0.554650728,-0.429710343,-0.40255247,-0.878700857,-0.18637324,-0.15932492,-0.181647699,-0.084232191,1.246535293,0.453743847,-0.869651999,0.470081581,-0.239403439,-1.965881189,-0.099042587,-0.483960387,0.459459948,0.556987475,-0.282034446,-0.215890587,0.219644714,0.362175615,-0.259453017,0.350822424,0.802110696,0.704265534,-1.256288315,-0.189070817,-0.302105578,-0.649811903,-0.175224443,0.325378173,-1.121959642,-0.366057364,-0.417478587,1.188558579,-0.609452798,1.519464498,0.044521829,0.265449803,-0.877269743,-0.18009614,1.561906854,-0.135849937,-0.47679389,-0.115930708,0.900590188,1.443358249,-0.627224315,-0.26413321,-0.538633106,-0.215050671,-1.098266301,-1.881791304,-0.329904952,0.090945314,-0.324359781,-0.897937906,0.662381502,1.860091289,-0.610093637,0.991387843,-0.947398254,-0.051234814,-0.634892557,-1.238427048,1.152466125,-0.34474602,1.881951392,0.232547931,-0.363102485,-0.63656019,-0.598206834,-0.195797266,0.657766831,0.871869756,-0.018661054,-0.285291999,3.119363863,0.4571502,-0.812539867,-0.280204546,-0.590837018,0.147692541,-0.819251056,-0.37779842,3.255019965,-0.795318073,0.756376052,-1.942060143,-0.452553385,-0.604407714,1.17231307,1.071600535,-0.483387844,-0.921152833,-0.995840335,1.237709118,0.473023807,0.646540453,-1.663173258,0.194623163,0.624187655,-0.252887472,-0.241325132,0.892498502,-0.291922918,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,6.850250063,0
HMP3_trainN_230,-0.327688651,-0.328500044,-0.120528426,-0.344234539,-0.355967201,-0.124089623,-0.097558339,1.811902923,-0.305900806,-0.11524322,-0.255181109,-0.421960578,-0.158759792,-0.20585997,-0.600861986,-0.230622602,-0.193858307,-0.200820692,1.483370961,-0.21605654,-0.394507499,-0.798440943,-0.864737016,-0.429710343,-0.40255247,0.234892941,-0.18637324,-0.720338429,-1.228145089,-0.364656319,-0.652452462,1.552982175,0.63444212,0.470681862,-0.239403439,0.835392746,-0.099042587,-0.483960387,0.61330532,-0.288181237,1.284911339,0.770748876,-0.160176102,1.154906234,-0.259453017,-0.759557827,-0.1123452,-0.115259712,-0.650567842,-0.089616493,-0.302105578,-0.649811903,-0.175224443,-0.156581584,1.200188057,-0.623727765,-0.387420932,-0.726291375,0.553055502,-0.409122198,1.021976785,0.356982186,0.924874281,-0.537132213,-0.63392744,0.378087751,-0.025558026,-0.651691285,-0.758782875,-0.881790321,0.271874602,-0.26413321,-0.268912997,-0.215050671,0.825213484,0.668658837,-0.329904952,-0.376010862,0.129901035,-0.691015574,0.879535825,-0.257153533,0.211235826,-0.11849203,-0.00418925,1.10326201,-0.634892557,-1.381946671,1.181738719,0.727845025,-0.59882883,-1.075186497,-0.363102485,-0.177447929,1.183725497,-0.195797266,0.213378258,-0.056468484,1.638061449,-0.285291999,0.239751345,1.181156011,0.341816698,3.140022305,-0.590837018,0.367699747,-1.14488506,0.499187495,-0.433119557,1.004153319,-0.997291363,-0.69103296,-0.649745786,0.989698392,0.517476063,-0.859055722,-0.553575435,1.314247329,-0.703895119,-1.263874518,-0.748673208,-1.069152221,0.861860451,-0.904225587,0.624187655,-0.252887472,0.093037529,-0.503443729,0.023858507,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_231,-0.327688651,-0.328500044,-0.120528426,0.832038939,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,0.302132038,1.905979147,-0.193835661,-0.158759792,-0.20585997,-0.086291893,-0.230622602,-0.193858307,-0.200820692,-0.418409507,-0.21605654,-0.394507499,0.262895645,-0.864737016,-0.429710343,-0.40255247,-0.043505509,-0.18637324,-0.15932492,-1.228145089,-0.060887457,0.297041416,-0.238962206,-0.869651999,0.013284406,-0.239403439,-1.103950748,-0.099042587,-0.483960387,-0.617457662,0.556987475,-0.414184093,1.869398529,1.73892798,1.947636853,-0.259453017,-0.204367701,-0.273822301,-0.115259712,-0.650567842,0.174605443,-0.302105578,1.822234339,-1.221975967,-0.352853067,-0.320264902,0.664624241,-0.77900927,-0.005947979,-0.028198648,-0.409122198,1.021976785,0.666537085,0.023802269,-0.306872211,0.140945745,-2.144884141,1.77938543,0.37175974,-1.141682513,1.443358249,-0.627224315,-0.26413321,0.270527221,-0.215050671,0.117312919,0.881196349,-0.329904952,-0.376010862,0.58416185,-0.014018488,0.010918534,-0.257153533,-1.523345664,-0.847394329,-0.007342538,-0.350845326,-0.015154286,0.518803629,0.360486763,0.191549503,-0.59882883,-1.075186497,-0.363102485,-0.707979823,1.518848058,-0.195797266,0.674359752,-0.151469021,0.295306219,-0.285291999,1.439589894,0.971373228,0.341816698,3.140022305,0.510757055,-0.671823055,-1.14488506,0.499187495,-0.433119557,-0.873565489,-0.997291363,-0.274023898,0.317658982,0.192645339,-0.043314063,0.299338032,0.566043293,1.656886428,-1.033412008,-2.33598179,0.473023807,-0.497254663,-1.080473171,0.153407666,-2.402412234,-0.252887472,-0.205775843,0.892498502,1.489275975,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_232,-0.327688651,-0.328500044,-0.120528426,0.832038939,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,-1.784744253,1.905979147,-0.244530087,-0.158759792,-0.20585997,-0.353868341,-0.230622602,-0.193858307,-0.200820692,-0.418409507,-0.21605654,-0.394507499,-1.152219806,-0.244564441,-0.429710343,-0.40255247,-0.878700857,-0.18637324,-0.720338429,0.341600996,-0.186688637,-0.652452462,0.599838961,-0.869651999,-1.013101795,-0.239403439,-1.103950748,-0.099042587,1.671755708,0.459459948,0.556987475,1.247964459,0.948262101,0.599465531,-0.430555003,-0.259453017,1.461202674,1.876695981,0.294502911,-0.650567842,-1.1539262,-0.302105578,-0.649811903,0.87152708,-0.962453914,-0.429333744,0.664624241,-1.214775371,-1.524699033,-0.609452798,-0.409122198,1.021976785,1.644980951,-0.877269743,2.594932212,0.011118631,1.742846712,-0.47679389,0.795204121,0.195836785,-0.881790321,-0.627224315,-0.26413321,1.349407656,-0.215050671,1.574717201,0.881196349,-0.329904952,0.090945314,-0.778620597,-1.221572498,-1.943470372,-0.257153533,0.015009036,0.215515706,0.530040818,-0.254386865,-0.015154286,1.748894545,-1.970178455,-0.34474602,-0.59882883,-1.72905371,-0.363102485,-0.73390114,1.446065411,-0.195797266,1.131117593,-0.113037688,1.710732446,-0.285291999,-0.720119494,-1.596954173,1.496173262,-0.280204546,-0.590837018,0.210471401,-0.493617051,0.148393129,-0.433119557,-0.646717739,-0.997291363,1.811021408,-0.145173866,-1.401460768,1.070062929,1.457731787,0.058336209,-0.581790583,1.180170184,0.522970936,2.916417836,-1.069152221,-1.663173258,-1.561942485,-0.889112289,-0.252887472,-0.310297398,0.194527387,-0.816385368,0.953776727,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_233,-0.327688651,-0.328500044,-0.120528426,-0.344234539,-0.355967201,-0.124089623,-0.097558339,-0.451160115,2.492539062,-0.11524322,-0.255181109,-0.257203693,-0.158759792,3.380989977,-0.106874697,-0.230622602,-0.193858307,-0.200820692,-0.418409507,-0.21605654,-0.394507499,0.262895645,-0.864737016,-0.429710343,-0.40255247,-0.600302407,-0.18637324,0.401688589,1.911347081,-0.14985783,0.297041416,-1.371383275,-0.11760494,0.430861688,-0.239403439,-0.888468137,-0.099042587,-0.483960387,-1.386684525,-0.288181237,-0.571569505,0.43111564,0.219644714,-1.223285622,-0.259453017,2.571582924,-0.346412991,-1.754310206,-0.04484737,-0.105944815,-0.302105578,0.586211218,-0.175224443,-0.368890089,0.128451532,-0.623727765,0.211774932,-1.226478619,-0.318825723,-0.409122198,0.044521829,-0.020027237,-0.877269743,0.133949519,0.217154435,-0.638057192,0.876913702,1.36805007,-0.36771643,0.280783964,0.256032147,-0.26413321,-0.268912997,-0.215050671,1.198985784,0.668658837,-0.329904952,0.090945314,0.129901035,1.156439792,-1.074853081,-0.257153533,-0.923043911,-1.024835938,-0.609752232,0.384565353,-1.254630829,1.387535757,1.540010352,0.727845025,-0.59882883,2.848016786,-0.363102485,-0.227136732,0.3122255,4.176476125,-0.090724717,0.795712799,-0.736594648,-0.285291999,0.239751345,0.909568632,0.341816698,-0.280204546,0.510757055,0.26701576,-1.14488506,0.323790312,-0.433119557,-0.346606687,-0.144139339,-0.274023898,-0.610871192,-0.604407714,-0.625811816,-0.086793219,-0.68467325,-0.103169443,-1.220590089,-0.549136336,-0.748673208,0.074642895,-0.886239809,-1.191597639,-1.191772278,-0.252887472,-0.06590434,-1.201414844,0.56083314,0.953776727,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_234,-0.327688651,-0.328500044,-0.120528426,-0.344234539,-0.355967201,-0.124089623,-0.097558339,-0.451160115,5.29097893,-2.202119512,-0.255181109,-0.472655003,-0.158759792,-0.20585997,-0.189205912,-0.230622602,-0.193858307,8.746915294,-0.418409507,-0.21605654,-0.394507499,-1.505998668,-0.554650728,-0.429710343,-0.40255247,-0.043505509,-0.18637324,-1.281351937,-1.751393785,-0.303681669,-0.652452462,-1.571503388,-0.869651999,-1.029317459,-0.239403439,0.619910135,-0.099042587,-0.483960387,0.459459948,-0.288181237,0.859415142,-0.682927226,-1.299638551,-1.223285622,-0.259453017,-1.314747952,1.498711782,-1.344547582,-0.953428079,-1.1539262,-0.302105578,-0.649811903,0.87152708,-1.596350914,-1.820030358,-1.139068568,-1.214775371,-0.628616176,-0.609452798,-0.409122198,-0.932933127,0.860402356,-0.877269743,0.465945085,0.204554156,1.888543754,-1.379265618,-0.465840155,0.085593279,-0.881790321,0.23417679,-0.26413321,-0.268912997,-0.215050671,0.407212471,-0.18149121,-0.329904952,-0.842967037,-1.687142228,-0.592008095,0.445227179,-0.257153533,-1.137133045,-0.963949111,1.034040041,-0.86587302,1.224322257,-0.091057564,0.341783444,0.727845025,0.641561281,-1.075186497,-0.363102485,-0.697941624,0.688463203,-0.195797266,-0.127832521,-0.740670706,0.788871006,-0.285291999,-0.000216365,-0.577478603,1.496173262,-0.280204546,0.510757055,0.700442168,-0.819251056,0.674584678,3.255019965,-2.192060475,0.666791785,-1.525051082,0.728666758,-1.401460768,0.312847056,2.22999429,1.183613244,-0.900952785,0.12507009,1.952447299,1.694720821,0.074642895,0.473393726,-1.579435929,0.624187655,-0.252887472,1.546770896,-1.201414844,0.814937901,2.490283126,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_235,-0.327688651,-0.328500044,-0.120528426,-0.349847748,2.54185608,-0.124089623,-0.097558339,-0.451160115,2.337070181,-1.11694384,-0.255181109,-0.155814842,-0.158759792,-0.20585997,-0.168623108,-0.235641689,-0.193858307,-0.200820692,-0.418409507,-0.224490354,-0.394507499,-2.213556394,-0.585659357,-0.429710343,0.434107289,-0.892620779,-0.195469737,-0.749865455,-1.882205958,-0.193036609,-0.652452462,0.338551747,-0.192809646,-0.32595515,-0.239403439,0.275137959,-0.099042587,3.573858145,0.620997589,-0.393827326,0.268480604,0.437993459,-0.312104429,0.26891319,-0.2623656,-0.815076839,0.704054428,0.704265534,1.272594658,0.812894388,-0.314016451,0.503809677,2.248831717,-0.930779851,-0.061469314,0.973828723,-0.73636934,-0.860671903,-0.623984152,-0.411167369,-0.016569105,0.479785223,-0.877269743,1.189881705,-1.23578605,1.226908515,-0.634726443,0.078921948,0.071278558,-0.881790321,0.209192892,-0.26413321,1.686557792,-0.215050671,0.988083122,-0.075222454,-0.342421285,-0.889662655,-1.346446616,-0.976952507,0.727527799,-0.267257082,-0.574432269,-0.828258469,0.183448437,-0.405175242,-1.905356014,1.391228285,-0.075962035,2.139149032,0.552961987,-1.140573218,2.31275424,-0.328423073,-0.724754304,-0.209707004,0.243471781,-0.434231511,2.059698978,-0.285291999,-0.276179231,0.587937873,1.374662045,-0.291085489,0.432071764,0.353884577,-0.851814456,0.507957354,-0.433119557,-0.457859961,-0.997291363,1.539965518,0.411255004,-1.027842149,-0.385655675,1.245359598,0.398658582,0.255969596,-0.479919182,0.3800233,0.40515175,-1.069152221,0.725897097,-1.083458343,1.622965618,-0.25922125,-0.287193682,0.094817227,0.117725396,0.868415261,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_236,2.667216016,-0.328500044,-0.120528426,-0.349847748,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,-0.323930849,-0.255181109,-0.244530087,-0.158759792,-0.20585997,0.09895334,-0.235641689,-0.193858307,-0.200820692,-0.418409507,-0.224490354,-0.394507499,-1.208079626,0.592668534,-0.429710343,-0.40255247,-0.892620779,-0.195469737,-0.749865455,1.100311604,-0.053803228,-0.652452462,-0.45948989,0.164412708,0.394707073,-0.239403439,0.070429479,-0.099042587,1.544948879,0.328691381,-1.196737603,-0.86239901,-0.682927226,-1.03376398,-0.477186216,-0.2623656,2.349506874,-0.924229537,-0.463557942,-0.741425913,0.812894388,-0.314016451,0.503809677,-0.230316629,-0.233482948,0.73339939,-1.229253208,-0.738046977,0.157998107,-0.623984152,-0.411167369,-0.932933127,-0.659467266,-0.026257287,-0.150251199,0.16427336,-1.002378071,0.222621699,1.183987742,-1.206840646,0.212397241,0.268622349,-0.26413321,-0.619549138,-0.215050671,-0.094246006,-1.084775635,-0.342421285,0.441162445,-0.914898842,-1.408048577,-0.097658628,-0.267257082,-0.944766126,0.092002429,-0.994413809,0.566919186,-1.316604656,-0.567350966,0.231779791,0.106871262,0.552961987,-1.140573218,-0.363102485,0.178049787,-0.220700686,-0.209707004,-0.309962447,-1.016637985,-0.751169169,-0.285291999,-0.732117879,-0.406824889,-0.812539867,-0.291085489,0.432071764,-0.25074246,0.38559476,0.507957354,-0.433119557,0.526988126,0.733334856,-1.233144739,-1.163043511,-0.65422353,-1.014504915,0.511710221,-1.409844864,0.32002175,-0.090178467,0.040522664,-0.748673208,0.56075582,-0.93479815,-0.728027118,-0.389723308,-0.25922125,-0.331444242,-0.553298809,1.463150932,3.770705126,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_237,-0.327688651,-0.328500044,-0.120528426,-0.349847748,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,0.865588637,-0.255181109,-0.371266152,-0.158759792,-0.20585997,-0.333285538,-0.235641689,-0.193858307,-0.200820692,-0.418409507,-0.224490354,-0.394507499,-0.872920704,0.887250507,-0.429710343,-0.40255247,-0.892620779,-0.195469737,0.313107509,0.106139083,-0.310774877,-0.652452462,-0.924998983,0.521635061,0.519481978,2.727447527,0.889263398,-0.099042587,-0.483960387,0.767150693,-0.795282465,0.403067761,-0.682927226,-0.672934204,-1.223285622,-0.2623656,-0.28764622,-0.86746728,0.704265534,-0.165991464,-0.288525141,-0.314016451,-0.649811903,-0.726146298,-0.895972332,0.87036248,-1.229253208,0.799646749,-0.191844669,-0.623984152,-0.411167369,-0.932933127,-0.560033765,-0.026257287,-0.040085642,0.009076174,-1.243406885,0.65129577,0.467960405,-1.728241445,1.306584804,1.064620315,-0.26413321,-0.363315035,-0.215050671,0.219541207,0.732420091,-0.342421285,0.441162445,0.379744483,-2.026147413,0.727527799,-0.267257082,-0.016406607,-1.031794433,-0.755513279,0.720626426,0.449649418,-0.963384052,-0.134688824,-0.909267622,-0.59882883,-0.519399365,-0.363102485,0.995753387,1.131021147,-0.209707004,-1.10328505,0.122168527,-1.034130638,-0.285291999,-0.732117879,-0.461383714,0.281061089,-0.291085489,-0.590837018,-0.628342227,0.694947064,0.507957354,-0.433119557,0.711796339,-0.180201008,-0.044668915,-0.979958706,0.840250945,-1.174073991,-0.955588535,-1.050863761,-0.26109667,0.175112966,-0.298977972,-0.748673208,-0.525849541,0.725897097,-0.925620099,0.76038465,-0.25922125,0.555208191,-0.553298809,1.684120554,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_238,-0.327688651,-0.328500044,-0.120528426,-0.349847748,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,-0.720437345,-0.255181109,-0.168488448,-0.158759792,-0.20585997,-0.395033949,-0.235641689,-0.193858307,-0.200820692,-0.418409507,-0.224490354,1.455312096,0.132556064,0.003504588,-0.429710343,2.107426806,-0.628142252,-0.195469737,-1.281351937,-1.385119698,-0.285625415,-0.652452462,0.41000759,0.521635061,1.471029656,-0.239403439,-0.543695961,-0.099042587,-0.483960387,0.474844485,0.810538088,0.058284898,-0.126970217,1.492044449,0.26891319,-0.2623656,-1.342507458,0.840579386,-0.07428345,0.697160209,0.21913723,-0.314016451,-0.649811903,2.248831717,-1.449022205,-1.672572387,0.48425496,-0.740144022,0.556926427,-0.347888431,1.465981079,-0.016569105,0.673373038,-0.877269743,0.547365844,0.043895236,0.600327295,-1.492074584,-0.831637066,-0.031503414,-0.881790321,0.200226036,-0.26413321,1.174089585,-0.215050671,-0.783549983,0.732420091,-0.342421285,-1.333271022,-1.346446616,0.398637755,-0.510251841,-0.267257082,-0.196163648,-0.485552615,-1.469962046,1.68508467,1.038400776,-0.047167331,0.001982392,1.631079589,0.552961987,-1.140573218,-0.363102485,-0.011520389,-1.208054458,-0.209707004,0.495970774,0.511313338,0.159509758,-0.285291999,0.635698066,-0.447738005,0.281061089,-0.291085489,-0.590837018,0.142518547,0.076242456,0.507957354,-0.433119557,-1.40171089,-0.997291363,0.747648302,-1.527342793,0.466632326,0.681524423,0.511710221,-1.598031292,-0.618392661,0.79356892,1.059024572,-0.748673208,-1.069152221,-0.381233067,0.057669805,0.47285766,-0.25922125,-1.057001914,0.094817227,0.70266163,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_239,-0.327688651,-0.328500044,-0.120528426,-0.349847748,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,0.865588637,-0.255181109,-0.079773203,-0.158759792,-0.20585997,-0.148040304,-0.235641689,-0.193858307,-0.200820692,1.364509682,-0.224490354,1.455312096,0.132556064,-0.88024133,-0.429710343,0.434107289,1.223207436,-0.195469737,0.313107509,0.603225343,-0.255851901,1.146588569,0.46307291,0.521635061,0.335279127,-0.239403439,1.503388838,-0.099042587,-0.483960387,0.767150693,0.40908295,0.057547575,-0.682927226,-0.312104429,0.26891319,-0.2623656,0.239784399,-0.787047823,-1.242106926,-0.741425913,-0.304853463,-0.314016451,0.503809677,-0.726146298,-0.130013038,0.192977952,-1.47404009,0.174028109,-0.925653209,1.584781618,1.465981079,0.899794916,-1.012599677,-0.026257287,-0.965671406,0.212227787,-0.074756449,0.222621699,-0.598647097,-0.867115524,0.212397241,1.152128053,-0.26413321,-1.388251448,-0.215050671,0.875676511,0.328598818,-0.342421285,-0.002445922,0.379744483,-0.185498461,1.552714226,-0.267257082,2.214132835,-0.365518585,-0.460634646,0.852272971,-0.727853298,-1.35661977,0.419819983,-1.417337065,-0.59882883,0.722948341,2.31275424,0.387678504,0.42986794,-0.209707004,-0.879446555,-0.928136016,-0.08688089,-0.285291999,1.091636715,-1.571976011,-0.812539867,-0.291085489,-0.590837018,1.703725591,-1.16116676,0.674584678,3.255019965,0.436593102,-0.137938423,-0.836986131,-1.17008081,1.213869563,-0.234944567,-0.955588535,-0.709401882,0.878471886,1.708563889,0.040522664,-0.748673208,0.01745314,1.463983874,-1.520701042,-0.677250297,-0.25922125,0.26685362,-0.553298809,0.224470057,-0.582729672,2.917996896,-0.239143351,-0.183156561,3.844539999,4.616312904,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
